case_id,dice,iou,sensitivity,specificity,precision,area_error,boundary_distance_proxy,mean_probability_inside_pred,empty_prediction
tensor(1238),0.5755313970480407,0.40403234992822257,0.6261253309818998,0.8906153035537842,0.5325026272354877,0.1758164165920811,26.019373392634385,0.8852782845497131,False
tensor(1059),0.9090065270413948,0.8331915355794703,0.8607708563202724,0.9638236556503283,0.9629691618896963,0.10612832644492337,16.094163015083424,0.9402747750282288,False
tensor(1242),0.616223095225983,0.4453196849156491,0.446336966978814,0.9992640223117456,0.9949079864213426,0.5513786470000346,18.83405509319507,0.8400267958641052,False
tensor(70),0.23890979587399103,0.13566016965895336,0.1499212823846074,0.9605383334229295,0.587822671161787,0.7449549162704131,27.449399783466717,0.8313878774642944,False
tensor(754),0.7060087871804975,0.5456055498580995,0.5908056922203312,0.9812448351438001,0.8770221454383774,0.3263503147631257,17.972151278230708,0.8835172653198242,False
tensor(316),0.9233206904406626,0.8575633266498821,0.8651708331015995,0.9901477832512519,0.9898505180907299,0.12595809438946243,17.099074468903936,0.9335390329360962,False
tensor(891),0.7087785497891828,0.5489209846028186,0.68534240808418,0.9041355418427193,0.7338743003128071,0.06613106932337169,19.936770614473083,0.8935285210609436,False
tensor(205),0.6389759665716046,0.46948176585529827,0.9823293172704957,0.9865552864416128,0.4734804491105893,1.0746987950944016,26.16952232955929,0.8329863548278809,False
tensor(726),0.9426816955493608,0.8915779586728504,0.903486785748585,0.9940604675442022,0.985431517752144,0.08315619150327372,5.318824236515694,0.9488357305526733,False
tensor(129),0.05612710781605815,0.028873856952092734,0.033907031486952725,0.9733120129724186,0.16283998590028825,0.7917769932274803,28.913504314345737,0.8360340595245361,False
tensor(66),0.4746326587206137,0.31115957833765484,0.34935923598339175,0.9613854014224225,0.7399723374849587,0.5278752754855609,26.44846210424297,0.8961988687515259,False
tensor(1220),0.9731665960153176,0.9477356231682792,0.9638104034595751,0.9948588081088369,0.9827062197680634,0.01922834711776637,4.971998316052211,0.9306226968765259,False
tensor(265),0.3257219013831566,0.1945446826661585,0.24760232339257596,0.9787466972641465,0.4758566978329217,0.47967040388383536,35.86190969447131,0.7964329719543457,False
tensor(523),0.957260118879442,0.9180238870803743,0.9522736871751053,0.9972192199124871,0.9622990468066254,0.010418133183015372,1.8766407606711346,0.956896185874939,False
tensor(731),0.7912979586627757,0.6546675124238573,0.7854515474392095,0.963639301874638,0.7972320566475878,0.014776763064340583,10.468931307288658,0.887950599193573,False
tensor(279),0.9007503613219412,0.8194229314512467,0.8458392206445831,0.9885174688104409,0.9632860470041783,0.12192310552494265,7.602550083888033,0.9569907784461975,False
tensor(1214),0.8660884903723869,0.7638060668928973,0.9598436100027706,0.9650366721037194,0.7890190826930765,0.21650240286538647,7.640563207426647,0.9606324434280396,False
tensor(69),0.4694545646563455,0.30672370373164964,0.30672370373164964,1.0,1.0,0.6932762962683504,37.163552304781696,0.9241111874580383,False
tensor(1069),0.9186295503224438,0.8495049504993067,0.9360972568598473,0.9967033631744528,0.9018018018047507,0.03802992518584695,15.12508628786157,0.9411969780921936,False
tensor(1370),0.9369000786784047,0.8812907045596134,0.9755538078386712,0.9812719469372044,0.9011927105412533,0.08251409096813138,5.122926674276298,0.94906085729599,False
tensor(53),0.3891020390594081,0.24154356669213473,0.49631584736064754,0.8972102843303319,0.3199801474807148,0.5510832508462434,28.672246296242584,0.8229883313179016,False
tensor(864),0.8236646448840157,0.70019543432284,0.705593966060316,0.997657095562491,0.9891910944017553,0.286695998322704,12.416517606273484,0.9318020939826965,False
tensor(1373),0.7942932979434205,0.6587782058351334,0.6982500000012573,0.9816581632653295,0.9209716421195814,0.24183333333232568,16.880035448500728,0.9248456954956055,False
tensor(1267),0.5482685669797542,0.37766528609636957,0.9568596968536005,0.9604716158955389,0.38420724095842373,1.4904780411391187,30.448756421019738,0.8662816286087036,False
tensor(1178),0.6964001274339535,0.5342130987406106,0.8793242156122557,0.9839261765118162,0.576476793260114,0.5253419147013138,15.810640876958225,0.9044002890586853,False
tensor(470),0.7074691148168709,0.5473518063916634,0.9414781297151892,0.9759095725892154,0.5666303558539101,0.6615384615185057,9.163504993309068,0.9288004636764526,False
tensor(708),0.7953319981520747,0.6602084532280823,0.6918850097186097,0.9918149913691693,0.9351508015584172,0.26013536152073885,13.19808841541956,0.9173622727394104,False
tensor(109),0.22470454074428597,0.1265730386314153,0.12660261090760608,0.9998826273859653,0.9981579553304591,0.8731637510561223,58.282893508658304,0.9505621790885925,False
tensor(1208),0.9108513643530105,0.8362966582722389,0.9862139279223981,0.9493493317970099,0.8461889548157379,0.16547719313726017,10.349501147411189,0.9435843229293823,False
tensor(1338),0.06255573085216712,0.0322877575654444,0.03873927449631519,0.9740480420174844,0.1623931624229917,0.7614476255138777,48.60922891486226,0.7802571058273315,False
tensor(1404),0.5228595178819023,0.3539673607384928,0.7373974208829193,0.9816473672711565,0.4050225370442685,0.8206330597408773,11.389255312114445,0.8442994952201843,False
tensor(1377),0.6128266033337761,0.4417808219351874,0.9964887640451904,0.9822928220567438,0.442469597772296,1.2521067414851048,9.081358076335277,0.9458447694778442,False
tensor(476),0.3088596772543672,0.18263397372114973,0.4479231246296366,0.9527497126263408,0.2356874898183708,0.9004959702138718,17.516857344172607,0.8993702530860901,False
tensor(953),0.8497222639254637,0.7387105194500299,0.9876112371316068,0.9800246200953977,0.7456198129397231,0.3245506892283275,6.064732981313503,0.9553694725036621,False
tensor(801),0.9303665298485607,0.869799380639965,0.9415537093726636,0.9940757177697128,0.9194420723040216,0.024048972452644674,12.745268526211744,0.9454575181007385,False
tensor(1218),0.9772358477445536,0.9554850407982277,0.9906006203591446,0.9957389304824537,0.964226898444975,0.027352194754889064,1.2551147196530068,0.9572204947471619,False
tensor(463),0.30819140308542076,0.1821668264670292,0.22115524516789498,0.9668148081305222,0.5081912403960516,0.5648188563904785,20.388412946426953,0.7961257696151733,False
tensor(81),0.36846499008771005,0.22583946274549443,0.22583946274549443,1.0,1.0,0.7741605372545055,51.53272560438868,0.937449038028717,False
